_id,PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
3216057,324671690,23174916,0,2023-11-03T14:30:00,"2900 Block Mullins St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,99,9994 PFA Service,2715,1,1,-80.03196305709707,40.470411324021036
3216058,324681851,23175018,14,2023-11-02T18:45:00,"7800 Block Hamilton Ave Pittsburgh, PA 15221",N,Homewood South,5,CRIM MISCHIEF,3304 Criminal Mischief.,1304,9,2,-79.8874584891841,40.45219898390107
3216059,324511645,23173724,6,2023-11-01T13:30:00,"2200 Block Arlington    (Chuong's Market) Ave Pittsburgh, PA 15210",N,Arlington,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1603,3,3,-79.97594583933564,40.41715805783008
3216060,324544747,23173894,0,2023-11-01T18:24:00,"5200 Block 2nd Ave Pittsburgh, PA 15207",N,Hazelwood,4,99,9999 9999 - (Misc. Incident): Missing Juvnile/ returned home.,1515,5,3,-79.94318595287939,40.40594262458715
3216061,324545395,23173574,10,2023-11-01T03:00:00,"3500 Block Forbes Ave Pittsburgh, PA 15213",N,Central Oakland,4,HARRASSMENT,2709(a) Harassment.,405,3,3,-79.9594017952845,40.43980098966453
3216062,324580536,23173360,4,2023-10-31T20:31:00,"1200 Block Western Ave Pittsburgh, PA 15233",Y,Northview Heights,1,AGG-ASSAULT,2702 Aggravated Assault.,2108,6,1,-80.0219684615574,40.4512177173984
3216063,324629026,23174585,18,2023-11-03T00:15:00,"S 18th St & Wrights Way Pittsburgh, PA 15203",Y,South Side Flats,3,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance,1702,3,3,-79.98051702355853,40.42923634388188
3216064,-3646541489,23173287,10,2023-10-31T17:59:00,"2000 Block Sarah St Pittsburgh, PA 15203",Y,Central Business District,2,HARRASSMENT,2709(a) Harassment. / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,201,3,3,-79.97759969192273,40.42754982150543
3216065,324450481,23173211,10,2023-10-31T16:00:00,"2600 Block Sidney St Pittsburgh, PA 15203",Y,South Side Flats,3,HARRASSMENT,2709(a) Harassment.,1609,,,,
3216066,324450534,23173277,27,2023-10-31T04:00:00,"90 Block Knox Ave Pittsburgh, PA 15210",N,Knoxville,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,3001,3,5,-79.99057571113677,40.4158818370914
3216067,324477002,23173566,14,2023-11-01T08:05:00,"700 Block N Beatty St Pittsburgh, PA 15206",N,East Liberty,5,CRIM MISCHIEF,3304 Criminal Mischief.,1113,,,,
3216068,324493209,23173647,0,2023-11-04T11:48:00,"700 Block 2nd Ave Pittsburgh, PA 15219",N,Bluff,2,99,9999 9999 - (Misc. Incident): SVP Community Notification,103,6,6,-79.99459104985328,40.435334670473395
3216069,324495062,23173606,99,2023-11-01T10:15:00,"1700 Block Brownsville Rd Pittsburgh, PA 15210",Y,Carrick,3,MENTAL 201/302,9498 302 (Mental) / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,2902,4,3,-79.98896443921457,40.39839942640447
3216070,325031302,23177850,99,2023-11-08T21:40:00,"50 Block 11th St Pittsburgh, PA 15219",N,Central Business District,2,MENTAL 201/302,9498 302 (Mental),201,3,3,-79.98767553769906,40.42896749627302
3216071,325080811,23171583,2,2023-10-28T16:25:00,Zone 6,Y,,6,RAPE,3121 Rape. / 3123 Involuntary Deviate Sexual Intercourse. / 3125 Aggravated Indecent Assault. / 3126 Indecent Assault. / 4304(a)(1) Endangering Welfare of Children. / 6301 Corruption of Minors. / 6318 Unlawful Contact/Communication w/ Minor,,,,,
3216072,325102302,23178181,0,2023-11-09T15:00:00,"200 Block Bear Run Dr Pittsburgh, PA 15237",N,Outside City,OSC,99,9994 PFA Service,5599,,,-80.0803148593271,40.54940573742761
3216073,325104240,23177852,14,2023-11-08T23:51:00,"1400 Block N Homewood Ave Pittsburgh, PA 15208",N,Homewood North,5,CRIM MISCHIEF,3304 Criminal Mischief. / 607.03 Discharging Firearm or Airgun,1302,9,2,-79.8947327636471,40.46088510225195
3216074,325124357,23178389,14,2023-11-09T21:52:00,"600 Block Liberty Ave Pittsburgh, PA 15222",Y,Central Business District,2,INJURY/TAMP/FIRE APP-HYD-ETC,3503(b)(1)(ii) Defiant Trespass Notice Posted by Sign(s) / 5505 Public Drunkenness / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,201,6,6,-80.00162376467925,40.441780954713906
3216075,325127872,23178429,18,2023-11-09T23:59:00,"S 18th St & Wrights Way Pittsburgh, PA 15203",Y,South Side Flats,3,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant,1702,3,3,-79.98051702355853,40.42923634388188
3216076,324696342,23175128,99,2023-10-31T22:49:00,"1600 Block Sandusky Ct Pittsburgh, PA 15212",N,Fineview,1,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,2509,,,,
3216077,324701426,23175328,99,2023-11-04T08:27:00,"300 Block 3rd Ave Pittsburgh, PA 15222",N,Central Business District,2,ACCIDENTAL FIRE,9018 Accidental Fire,201,6,6,-80.00161356345536,40.438866132202165
3216078,324704968,23175121,99,2023-11-04T07:00:00,"300 Block Ashton Ave Pittsburgh, PA 15207",Y,Hazelwood,4,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,1515,,,,
3216079,324709939,23175480,11,2023-11-04T15:15:00,"1900 Block Murray Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,THEFT BY DECEPTION,3922 Theft by Deception.,1413,5,3,-79.92306794719867,40.43587962230115
3216080,324710714,23175493,11,2023-11-04T15:45:00,"600 Block Pressley St Pittsburgh, PA 15212",N,East Allegheny,1,CREDIT CARDS,4106 Access Device Fraud,2304,1,1,-79.99867967214155,40.45221882271537
3216081,324711397,23175503,27,2023-11-03T23:00:00,"400 Block Mc Kee Pl Pittsburgh, PA 15213",Y,Central Oakland,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,406,3,3,-79.95546885133709,40.43657923470189
3216082,324714215,23175523,0,2023-11-04T16:55:00,"600 Block William Penn Pl Pittsburgh, PA 15219",N,Central Business District,2,99,3926.C1 THEFT OF SERVICES,201,6,6,-79.9967621399402,40.44114128100822
3216083,324724371,23175714,10,2023-11-05T00:30:00,"1800 Block Morrell St Pittsburgh, PA 15212",N,Brighton Heights,1,HARRASSMENT,2709(a) Harassment.,2701,1,1,-80.04230077270383,40.482885693155055
3216084,324724392,23175763,10,2023-11-05T02:00:00,"2300 Block Perrysville Ave & Reformed Presbyterian Home Pittsburgh, PA 15214",N,Allegheny Center,1,NEGLECT OF CARE-DEPENDENT PERSON,2713 Neglect of Care-Dependent Person,2204,,,,
3216085,324724669,23175783,18,2023-11-05T01:43:00,"1500 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,STOLEN PROPERTY,13(a)(31) Marijuana: Possession Small Amount,1702,3,3,-79.98331001737412,40.42869280365664
3216086,324725143,23175716,18,2023-11-05T00:01:00,"Brushton Ave & Mohler St Pittsburgh, PA 15221",Y,Homewood North,5,STOLEN PROPERTY,13(a)(31) Marijuana: Possession Small Amount / 13(a)(32) Paraphernalia - Use or Possession / 4303 General Lighting Requirements. / 1501 Drivers Required to be Licensed. / 1301 Registration and Certificate of Title Required.,1301,9,2,-79.8885117445498,40.460561452128985
3216087,-3548164657,23174777,0,2023-11-03T10:04:00,"1900 Block Wharton St Pittsburgh, PA 15203",N,South Side Flats,3,99,9999 9999 - (Misc. Incident): ,1702,,,,
3216088,324671957,23174831,99,2023-11-03T12:00:00,"700 Block Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),201,6,6,-79.9998563728258,40.442445742797744
3216089,324672646,23174821,99,2023-11-03T11:32:00,"4400 Block Highridge St Pittsburgh, PA 15214",Y,Summer Hill,1,AIDED CASE,9497 Aided Case,2612,1,1,-80.01538974378276,40.49801508801325
3216090,324724087,23175728,6,2023-11-04T23:57:00,"2300 Block Los Angeles Ave Pittsburgh, PA 15216",N,Beechview,6,THEFT,3921 Theft by Unlawful Taking or Disposition.,1920,4,5,-80.02901990926001,40.40266265972703
3216091,324735118,23175902,14,2023-11-05T11:05:00,"2400 Block Bracey Dr Pittsburgh, PA 15221",N,East Hills,5,CRIM MISCHIEF,3304 Criminal Mischief.,1306,,,,
3216092,324743261,23175969,6,2023-11-05T14:25:00,"3800 Block Bigelow St Pittsburgh, PA 15207",N,North Oakland,4,THEFT FROM AUTO,3934 Theft from Vehicle / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,507,,,,
3216093,324749708,23176045,6,2023-11-05T05:00:00,"2300 Block East Hills Dr Pittsburgh, PA 15221",N,East Hills,5,THEFT,"3921(a) Theft by Unlawful Taking or Disposition - Movable item / 6106 Firearms not to be Carried without a License. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b)",1306,9,2,-79.8713285890183,40.456616234957245
3216094,324581692,23174203,27,2023-11-02T10:17:00,"800 Block Western Ave Pittsburgh, PA 15233",N,Allegheny West,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2201,1,1,-80.01405943797234,40.452415273504435
3216095,324586110,23174249,0,2023-11-02T11:20:00,"100 Block W Elizbeth St Pittsburgh, PA 15207",N,Hazelwood,4,99,9994 PFA Service,1501,,,-80.03792155896883,40.427266815255905
3216096,324587428,23174187,10,2023-11-02T09:51:00,"600 Block Hillsboro St Pittsburgh, PA 15204",Y,Sheraden,6,TERRORISTIC THREATS,2706 Terroristic Threats. / 2709(a)(4) Harassment Communicates Prohibited Acts,2018,,,,
3216097,324602163,23174317,27,2023-11-02T14:15:00,"Brownsville Rd & Nobles Ln Pittsburgh, PA 15210",N,Carrick,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2901,4,3,-79.99011597769447,40.40384541309651
3216098,324605768,23174343,6,2023-11-02T15:20:00,"S 21st St & Jane Trl Pittsburgh, PA 15203",N,South Side Flats,3,THEFT FROM AUTO,3934 Theft from Vehicle,1609,3,3,-79.97643273216667,40.42671409238775
3216099,324609568,23173766,6,2023-10-31T20:25:00,"2500 Block West Liberty Ave Pittsburgh, PA 15226",N,Beechview,6,THEFT FROM AUTO,3934 Theft from Vehicle,1920,4,5,-80.0254967571288,40.39919261132081
3216100,324612839,23174398,10,2023-11-02T16:49:00,"W Burgess St & Wilson Ave Pittsburgh, PA 15214",N,Perry South,1,SIMPLE ASSAULT,2701 Simple Assault.,2614,6,1,-80.0131873805904,40.46639687988215
3216101,324637303,23174698,0,2023-11-03T06:30:00,"2800 Block Penn Ave N Pittsburgh, PA 15222",N,Strip District,2,99,"3304(a)(1) CRIMINAL MISCHIEF-Prop Damage By Fire, Explosives, or Other Dangerous Means",203,7,6,-79.97522516855234,40.45685224474889
3216102,324639787,23174683,99,2023-11-03T04:53:00,"40 Block Elmore St Pittsburgh, PA 15219",Y,Central Business District,2,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,201,6,3,-79.97813183505936,40.44161110347101
3216103,324641236,23174724,0,2023-11-03T07:47:00,"100 Block Rhine Pl Pittsburgh, PA 15212",N,Spring Hill-City View,1,99,9090 Recovered Firearm,2620,1,1,-79.99204184514898,40.46535964895462
3216104,324651623,23174779,10,2023-11-03T10:00:00,"100 Block N Negley Ave Pittsburgh, PA 15206",N,Garfield,5,HARRASSMENT,2709(a) Harassment.,1114,7,2,-79.92473137348203,40.47428352828359
3216105,325133124,23178449,0,2023-11-10T04:30:00,"5700 Block Ollie St Pittsburgh, PA 15207",N,Lincoln Place,4,99,9994 PFA Service,3102,5,3,-79.91832880730144,40.36636054787702
3216106,325134440,23178504,99,2023-11-10T05:26:00,"11th St & Liberty Ave Pittsburgh, PA 15219",Y,Central Business District,2,AIDED CASE,9497 Aided Case,201,6,6,-79.99345481041333,40.44413214411373
3216107,325182909,23178696,6,2023-11-10T14:46:00,"700 Block Hargrove St Pittsburgh, PA 15226",N,Mount Washington,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1915,4,5,-80.01292496198126,40.41448504628747
3216108,325182974,23178688,6,2023-11-10T14:31:00,"200 Block 5th Ave Pittsburgh, PA 15222",N,Central Business District,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,201,6,6,-80.00207710815553,40.44123639882767
3216109,325186332,23178708,10,2023-11-10T15:14:00,"500 Block Wood St Pittsburgh, PA 15222",Y,Central Business District,2,HARRASSMENT,2709(a) Harassment.,201,6,6,-80.00036837064228,40.44076816872796
3216110,325195299,23178904,6,2023-11-10T16:10:00,"2200 Block Bedford Ave Pittsburgh, PA 15219",N,Bedford Dwellings,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,509,6,3,-79.97832011881441,40.44823273765979
3216111,325197451,23178868,99,2023-11-10T20:56:00,"100 Block Claus Ave Pittsburgh, PA 15227",N,Carrick,3,AIDED CASE,9497 Aided Case,2904,4,3,-79.97965213436161,40.38326379523455
3216112,324726894,23175812,0,2023-11-05T03:59:00,"1300 Block Woodland Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,99,8106 Shots Fired,2715,1,1,-80.03026917178845,40.469230793316164
3216113,324732744,23175682,27,2023-11-04T22:00:00,"5800 Block Walnut St Pittsburgh, PA 15232",N,Shadyside,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,705,8,2,-79.92858422760709,40.4526881565662
3216114,-3701000230,23175865,6,2023-11-05T08:00:00,"3500 Block Liberty Ave Pittsburgh, PA 15201",N,Lower Lawrenceville,2,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,603,7,2,-79.96438293120809,40.461540596156816
3216115,324735375,23175905,18,2023-11-05T11:22:00,"Watson St & Van Braam St Pittsburgh, PA 15219",Y,Bluff,2,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant,103,6,3,-79.98263902821063,40.43801099089991
3216116,324737455,23175874,6,2023-11-05T10:15:00,"6th St & Penn Ave Pittsburgh, PA 15222",Y,Central Business District,2,THEFT FROM AUTO,"3934 Theft from Vehicle / 2706 Terroristic Threats. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 13(a)(32) Paraphernalia - Use or Possession / 5503 Disorderly Conduct. / 4914(A) False Identification to Law Enforcement",201,6,6,-80.00215297974785,40.4427499656881
3216117,324744612,23176020,0,2023-11-05T15:53:00,"2nd Ave & Hot Metal St Brg Pittsburgh, PA 15213",N,South Oakland,4,99,9999 9999 - (Misc. Incident): Dispatching of injured deer ,409,3,3,-79.95777310806159,40.429986209232894
3216118,324745905,23175971,6,2023-11-05T14:35:00,"700 Block E Warrington Ave Pittsburgh, PA 15210",Y,Allentown,3,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft. / 13(a)(16) Possession of Controlled Substance,1803,3,5,-79.99548870531873,40.421518980388285
3216119,324749684,23176080,0,2023-11-02T07:45:00,"5200 Block Forbes Ave Pittsburgh, PA 15217",Y,Squirrel Hill North,4,99,2701(b)(1) Simple Assault - Fight or Scuffle Entered by Mutual Consent,1401,8,3,-79.93758603638864,40.44263600222386
3216120,324750127,23176029,5,2023-11-05T17:37:00,"400 Block Ormsby St Pittsburgh, PA 15210",N,Mount Oliver,3,BURGLARY,3502 Burglary.,1607,3,3,-79.98162323951387,40.412632050651965
3216121,324750435,23176106,5,2023-11-05T02:00:00,"5800 Block Pierce St Pittsburgh, PA 15232",N,Shadyside,4,BURGLARY,3502 Burglary.,705,8,2,-79.93107205865826,40.45680609464287
3216122,324751314,23176115,0,2023-11-05T18:15:00,"6400 Block Darlington Rd Pittsburgh, PA 15217",N,Squirrel Hill South,4,99,459(505) Dog Laws,1408,5,3,-79.91750870564289,40.43661612943155
3216123,324792343,23176361,6,2023-11-06T09:45:00,"6300 Block Monitor St Pittsburgh, PA 15217",N,Squirrel Hill South,4,THEFT FROM AUTO,3934 Theft from Vehicle,1414,5,3,-79.92385442483501,40.42532482080754
3216124,324799850,23176374,27,2023-11-04T11:30:00,"1600 Block 5th Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,305,6,3,-79.98380809701592,40.43835816009891
3216125,324802344,23176344,9,2023-11-03T00:30:00,"4600 Block Butler St Pittsburgh, PA 15201",N,Central Lawrenceville,2,FORGERY,4101 Forgery. / 4105(a)(1) Bad Checks,901,7,2,-79.95807260605908,40.473109003192576
3216126,324802661,23176343,27,2023-11-06T10:36:00,"5th Ave & Hamilton Ave Pittsburgh, PA 15208",N,Homewood West,5,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 1786 Required Financial Responsibility.,1207,9,2,-79.90906299446183,40.45728986278443
3216127,324804167,23176410,11,2023-10-31T17:00:00,"3400 Block Iowa St Pittsburgh, PA 15219",N,Upper Hill,2,THEFT BY DECEPTION,3922 Theft by Deception.,506,6,3,-79.95651746421981,40.45216483683572
3216128,324818904,23176492,99,2023-11-06T12:00:00,"50 Block 33rd St Pittsburgh, PA 15201",N,Strip District,2,FOUND DRUGS,9017 Found Drugs,203,7,6,-79.97229244173745,40.46394904302631
3216129,324822722,23176541,15,2023-11-06T17:33:00,"6400 Block Frankstown Ave Pittsburgh, PA 15206",N,Larimer,5,FIREARMS NOT TO BE CARRIED WO LICENSE,"6106 Firearms not to be Carried without a License. / 13(a)(31) Marijuana: Possession Small Amount / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance / 4703 Operation of Vehicle without Official Certif. of Inspection / 4524 Windshield Obstructions and Wipers. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 1543 Driving While Operating Privilege is Suspended or Revoked. / 4706 Prohib. on Expend. for Emission Insp Prog..",1208,,,,
3216130,-3672010528,23176497,10,2023-11-06T12:45:00,"500 Block Crane Ave Pittsburgh, PA 15216",Y,Beechview,6,SIMPLE ASSAULT,2701 Simple Assault.,1916,4,5,-80.02051091700012,40.41706415309182
3216131,-3704003407,23176587,14,2023-11-05T00:00:00,"1700 Block Mt Joseph St Pittsburgh, PA 15210",N,Carrick,3,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,2901,4,3,-79.99134929883813,40.397600237348364
3216132,324832146,23176381,99,2023-11-06T11:36:00,"5600 Block 5th Ave Pittsburgh, PA 15232",Y,Squirrel Hill North,4,ACCIDENTAL FIRE,9018 Accidental Fire,1402,8,3,-79.93054340023178,40.44916252170552
3216133,324689884,23175189,18,2023-11-03T23:30:00,"S 6th St Pittsburgh, PA 15203",Y,South Side Flats,3,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,1702,3,3,-79.99363493288615,40.42916551046551
3216134,324716464,23175592,6,2023-11-04T18:45:00,"1400 Block Forbes Ave Pittsburgh, PA 15219",N,Bluff,2,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,103,6,3,-79.98650142235705,40.43772890656633
3216135,324720915,23175649,6,2023-11-04T21:16:00,"1700 Block Bentley Dr Pittsburgh, PA 15219",N,Terrace Village,2,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",511,,,,
3216136,324768241,23176253,10,2023-11-06T04:18:00,"500 Block Blessing St Pittsburgh, PA 15213",Y,Upper Hill,2,TERRORISTIC THREATS,2706 Terroristic Threats. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,506,6,3,-79.95593293482709,40.4562404489991
3216137,325201476,23179042,10,2023-11-11T03:41:00,"900 Block Brookline Blvd Pittsburgh, PA 15226",Y,Brookline,6,RESIST ARREST/OTHER LAW ENFORC,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 5104 Resisting Arrest or Other Law Enforcement. / 5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE",1918,4,5,-80.01918980614472,40.39287943759868
3216138,325215052,23179215,0,2023-11-11T12:11:00,"7100 Block Monticello St Pittsburgh, PA 15208",Y,Homewood North,5,99,3323 Stop Signs and Yield Signs. / 627.02(b)(i) Possessing a small amount of marijuana,1302,9,2,-79.8976719834714,40.46002076081687
3216139,325223068,23179283,5,2023-11-11T14:48:00,"7000 Block Lemington Ave Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,BURGLARY,3502 Burglary. / 3921 Theft by Unlawful Taking or Disposition. / 3304 Criminal Mischief. / 3503 Criminal Trespass / 903 Criminal Conspiracy. / 1332 Display of Registration Plate.,1203,9,2,-79.8981879658853,40.4713865299559
3216140,325224569,23179428,10,2023-11-11T20:17:00,"100 Block N Euclid Ave Pittsburgh, PA 15206",N,East Liberty,5,TERRORISTIC THREATS,2706 Terroristic Threats.,1115,9,2,-79.92780178307947,40.462540545386524
3216141,325227014,23179464,3,2023-11-11T21:15:00,"1600 Block Broadway Ave Pittsburgh, PA 15216",Y,Beechview,6,ROBBERY,3701 Robbery. / 3921(a) Theft by Unlawful Taking or Disposition - Movable item / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 907 Possessing Instruments of Crime.,1916,4,5,-80.02493553876253,40.410468276284114
